country,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million
Canada,2020-09-02,131941,519,508.714,9199,2,5,3495.852,13.751,13.479,243.733,0.053,0.132,1.18,,,,,,,,,
Canada,2020-09-03,132527,586,527.286,9205,6,5.286,3511.379,15.526,13.971,243.892,0.159,0.14,1.19,,,,,,,,,
Canada,2020-09-04,133141,614,542.714,9206,1,3.571,3527.647,16.268,14.38,243.918,0.026,0.095,1.19,,,,,,,,,
Canada,2020-09-05,133511,370,553.143,9207,1,3.286,3537.45,9.803,14.656,243.945,0.026,0.087,1.2,,,,,,,,,
Canada,2020-09-06,133890,379,571.714,9209,2,3.429,3547.492,10.042,15.148,243.998,0.053,0.091,1.21,,,,,,,,,
Canada,2020-09-07,134295,405,482.429,9212,3,2.714,3558.223,10.731,12.782,244.077,0.079,0.072,1.22,,,,,,,,,
Canada,2020-09-08,135757,1462,619.286,9219,7,3.143,3596.959,38.737,16.408,244.263,0.185,0.083,1.26,,,,,,,,,
Canada,2020-09-09,136135,378,599.143,9223,4,3.429,3606.975,10.015,15.875,244.369,0.106,0.091,1.26,,,,,,,,,
Canada,2020-09-10,136956,821,632.714,9231,8,3.714,3628.727,21.753,16.764,244.581,0.212,0.098,1.27,,,,,,,,,
Canada,2020-09-11,137676,720,647.857,9231,0,3.571,3647.804,19.077,17.165,244.581,0,0.095,1.27,,,,,,,,,
Canada,2020-09-12,138164,488,664.714,9233,2,3.714,3660.734,12.93,17.612,244.634,0.053,0.098,1.28,,,,,,,,,
Canada,2020-09-13,138640,476,678.571,9236,3,3.857,3673.346,12.612,17.979,244.713,0.079,0.102,1.29,,,,,,,,,
Canada,2020-09-14,140098,1458,829,9249,13,5.286,3711.977,38.631,21.965,245.058,0.344,0.14,1.3,,,,,,,,,
Canada,2020-09-15,140900,802,734.714,9257,8,5.429,3733.226,21.249,19.467,245.27,0.212,0.144,1.3,,,,,,,,,
Canada,2020-09-16,141852,952,816.714,9262,5,5.571,3758.45,25.224,21.639,245.402,0.132,0.148,1.31,,,,,,,,,
Canada,2020-09-17,142879,1027,846.143,9267,5,5.143,3785.661,27.211,22.419,245.534,0.132,0.136,1.32,,,,,,,,,
Canada,2020-09-18,144053,1174,911,9279,12,6.857,3816.766,31.106,24.137,245.852,0.318,0.182,1.32,,,,,,,,,
Canada,2020-09-19,144607,554,920.429,9286,7,7.571,3831.445,14.679,24.387,246.038,0.185,0.201,1.33,,,,,,,,,
Canada,2020-09-20,145750,1143,1015.714,9288,2,7.429,3861.729,30.284,26.912,246.091,0.053,0.197,1.33,,,,,,,,,
Canada,2020-09-21,147583,1833,1069.286,9300,12,7.286,3910.296,48.566,28.331,246.409,0.318,0.193,1.33,,,,,,,,,
Canada,2020-09-22,148855,1272,1136.429,9309,9,7.429,3943.998,33.702,30.11,246.647,0.238,0.197,1.32,,,,,,,,,
Canada,2020-09-23,149939,1084,1155.286,9317,8,7.857,3972.719,28.721,30.61,246.859,0.212,0.208,1.31,,,,,,,,,
Canada,2020-09-24,151087,1148,1172.571,9325,8,8.286,4003.136,30.417,31.068,247.071,0.212,0.22,1.31,,,,,,,,,
Canada,2020-09-25,152717,1630,1237.714,9332,7,7.571,4046.324,43.188,32.794,247.257,0.185,0.201,1.32,,,,,,,,,
Canada,2020-09-26,153770,1053,1309,9338,6,7.429,4074.224,27.9,34.683,247.416,0.159,0.197,1.32,,,,,,,,,
Canada,2020-09-27,155428,1658,1382.571,9343,5,7.857,4118.154,43.93,36.632,247.548,0.132,0.208,1.32,,,,,,,,,
Canada,2020-09-28,157219,1791,1376.571,9360,17,8.571,4165.607,47.454,36.473,247.999,0.45,0.227,1.31,,,,,,,,,
Canada,2020-09-29,158991,1772,1448,9373,13,9.143,4212.557,46.95,38.366,248.343,0.344,0.242,1.31,,,,,,,,,
Canada,2020-09-30,161107,2116,1595.429,9391,18,10.571,4268.622,56.065,42.272,248.82,0.477,0.28,1.32,,,,,,,,,
Canada,2020-10-01,162930,1823,1691.857,9407,16,11.714,4316.923,48.301,44.827,249.244,0.424,0.31,1.31,,,,,,,,,
Canada,2020-10-02,165054,2124,1762.429,9505,98,24.714,4373.2,56.277,46.697,251.84,2.597,0.655,1.3,,,,,,,,,
Canada,2020-10-03,166360,1306,1798.571,9526,21,26.857,4407.803,34.603,47.654,252.397,0.556,0.712,1.29,,,,,,,,,
Canada,2020-10-04,168501,2141,1867.571,9570,44,32.429,4464.53,56.727,49.482,253.563,1.166,0.859,1.28,,,,,,,,,
Canada,2020-10-05,171384,2883,2023.571,9599,29,34.143,4540.917,76.387,53.616,254.331,0.768,0.905,1.26,,,,,,,,,
Canada,2020-10-06,173756,2372,2109.286,9617,18,34.857,4603.764,62.847,55.887,254.808,0.477,0.924,1.24,,,,,,,,,
Canada,2020-10-07,175380,1624,2039,9636,19,35,4646.793,43.029,54.024,255.311,0.503,0.927,1.22,,,,,,,,,
Canada,2020-10-08,177730,2350,2114.286,9654,18,35.286,4709.058,62.265,56.019,255.788,0.477,0.935,1.22,,,,,,,,,
Canada,2020-10-09,180625,2895,2224.429,9668,14,23.286,4785.763,76.705,58.938,256.159,0.371,0.617,1.2,,,,,,,,,
Canada,2020-10-10,182767,2142,2343.857,9694,26,24,4842.516,56.754,62.102,256.848,0.689,0.636,1.19,,,,,,,,,
Canada,2020-10-11,184403,1636,2271.714,9708,14,19.714,4885.863,43.347,60.19,257.219,0.371,0.522,1.16,,,,,,,,,
Canada,2020-10-12,185378,975,1999.143,9720,12,17.286,4911.696,25.833,52.968,257.537,0.318,0.458,1.15,,,,,,,,,
Canada,2020-10-13,189489,4111,2247.571,9752,32,19.286,5020.619,108.923,59.551,258.385,0.848,0.511,1.17,,,,,,,,,
Canada,2020-10-14,192064,2575,2383.429,9777,25,20.143,5088.845,68.226,63.15,259.047,0.662,0.534,1.16,,,,,,,,,
Canada,2020-10-15,194362,2298,2376,9796,19,20.286,5149.732,60.887,62.953,259.551,0.503,0.537,1.15,,,,,,,,,
Canada,2020-10-16,196928,2566,2329,9828,32,22.857,5217.72,67.988,61.708,260.398,0.848,0.606,1.14,,,,,,,,,
Canada,2020-10-17,197067,139,2042.857,9836,8,20.286,5221.403,3.683,54.127,260.61,0.212,0.537,1.13,,,,,,,,,
Canada,2020-10-18,200804,3737,2343,9860,24,21.714,5320.417,99.014,62.079,261.246,0.636,0.575,1.15,,,,,,,,,
Canada,2020-10-19,204111,3307,2676.143,9891,31,24.429,5408.037,87.621,70.906,262.068,0.821,0.647,1.14,,,,,,,,,
Canada,2020-10-20,206349,2238,2408.571,9909,18,22.429,5467.335,59.297,63.816,262.545,0.477,0.594,1.13,,,,,,,,,
Canada,2020-10-21,209036,2687,2424.571,9946,37,24.143,5538.528,71.194,64.24,263.525,0.98,0.64,1.13,,,,,,,,,
Canada,2020-10-22,211617,2581,2465,9977,31,25.857,5606.913,68.385,65.312,264.346,0.821,0.685,1.13,,,,,,,,,
Canada,2020-10-23,214519,2902,2513,10004,27,25.143,5683.803,76.89,66.583,265.062,0.715,0.666,1.13,,,,,,,,,
Canada,2020-10-24,216051,1532,2712,10026,22,27.143,5724.395,40.591,71.856,265.645,0.583,0.719,1.13,,,,,,,,,
Canada,2020-10-25,218874,2823,2581.429,10057,31,28.143,5799.192,74.797,68.396,266.466,0.821,0.746,1.14,,,,,,,,,
Canada,2020-10-26,222973,4099,2694.571,10095,38,29.143,5907.797,108.605,71.394,267.473,1.007,0.772,1.14,,,,,,,,,
Canada,2020-10-27,225703,2730,2764.857,10120,25,30.143,5980.13,72.333,73.256,268.135,0.662,0.799,1.14,,,,,,,,,
Canada,2020-10-28,228366,2663,2761.429,10158,38,30.286,6050.688,70.558,73.166,269.142,1.007,0.802,1.14,,,,,,,,,
Canada,2020-10-29,231383,3017,2823.714,10192,34,30.714,6130.625,79.937,74.816,270.043,0.901,0.814,1.14,,,,,,,,,
Canada,2020-10-30,234939,3556,2917.143,10237,45,33.286,6224.843,94.218,77.291,271.235,1.192,0.882,1.14,,,,,,,,,
Canada,2020-10-31,237313,2374,3037.429,10276,39,35.714,6287.743,62.9,80.478,272.268,1.033,0.946,1.15,,,,,,,,,
Canada,2020-11-01,239649,2336,2967.857,10313,37,36.571,6349.637,61.894,78.635,273.249,0.98,0.969,1.15,,,,,,,,,
Canada,2020-11-02,243178,3529,2886.429,10345,32,35.714,6443.14,93.503,76.478,274.097,0.848,0.946,1.17,,,,,,,,,
Canada,2020-11-03,247916,4738,3173.286,10403,58,40.429,6568.676,125.536,84.078,275.633,1.537,1.071,1.19,,,,,,,,,
Canada,2020-11-04,250698,2782,3190.286,10444,41,40.857,6642.387,73.711,84.528,276.72,1.086,1.083,1.19,,,,,,,,,
Canada,2020-11-05,253482,2784,3157,10484,40,41.714,6716.15,73.764,83.647,277.78,1.06,1.105,1.2,,,,,,,,,
Canada,2020-11-06,258875,5393,3419.429,10546,62,44.143,6859.041,142.891,90.6,279.422,1.643,1.17,1.22,,,,,,,,,
Canada,2020-11-07,263221,4346,3701.143,10593,47,45.286,6974.191,115.15,98.064,280.668,1.245,1.2,1.22,,,,,,,,,
Canada,2020-11-08,267165,3944,3930.857,10641,48,46.857,7078.689,104.499,104.15,281.939,1.272,1.242,1.22,,,,,,,,,
Canada,2020-11-09,272036,4871,4122.571,10702,61,51,7207.749,129.06,109.23,283.556,1.616,1.351,1.2,,,,,,,,,
Canada,2020-11-10,276481,4445,4080.714,10769,67,52.286,7325.522,117.773,108.121,285.331,1.775,1.385,1.2,,,,,,,,,
Canada,2020-11-11,280465,3984,4252.429,10832,63,55.429,7431.08,105.558,112.671,287,1.669,1.469,1.19,,,,,,,,,
Canada,2020-11-12,285939,5474,4636.714,10905,73,60.143,7576.117,145.037,122.852,288.934,1.934,1.594,1.19,,,,,,,,,
Canada,2020-11-13,290709,4770,4547.714,10951,46,57.857,7702.501,126.384,120.494,290.153,1.219,1.533,1.17,,,,,,,,,
Canada,2020-11-14,295139,4430,4559.714,11013,62,60,7819.876,117.375,120.812,291.796,1.643,1.59,1.16,,,,,,,,,
Canada,2020-11-15,299440,4301,4610.714,11078,65,62.429,7933.834,113.957,122.164,293.518,1.722,1.654,1.15,,,,,,,,,
Canada,2020-11-16,305473,6033,4776.714,11152,74,64.286,8093.682,159.848,126.562,295.479,1.961,1.703,1.14,,,,,,,,,
Canada,2020-11-17,309935,4462,4779.143,11220,68,64.429,8211.905,118.223,126.626,297.28,1.802,1.707,1.13,,,,,,,,,
Canada,2020-11-18,314453,4518,4855.429,11324,104,70.286,8331.612,119.707,128.647,300.036,2.756,1.862,1.13,,,,,,,,,
Canada,2020-11-19,319247,4794,4758.286,11394,70,69.857,8458.632,127.02,126.073,301.891,1.855,1.851,1.12,,,,,,,,,
Canada,2020-11-20,324234,4987,4789.286,11461,67,72.857,8590.765,132.133,126.895,303.666,1.775,1.93,1.12,,,,,,,,,
Canada,2020-11-21,329191,4957,4864.571,11527,66,73.429,8722.104,131.339,128.89,305.414,1.749,1.946,1.12,,,,,,,,,
Canada,2020-11-22,333936,4745,4928,11583,56,72.143,8847.825,125.721,130.57,306.898,1.484,1.911,1.12,,,,,,,,,
Canada,2020-11-23,340731,6795,5036.857,11662,79,72.857,9027.862,180.037,133.454,308.991,2.093,1.93,1.12,,,,,,,,,
Canada,2020-11-24,346013,5282,5154,11762,100,77.429,9167.812,139.95,136.558,311.641,2.65,2.052,1.12,,,,,,,,,
Canada,2020-11-25,350971,4958,5216.857,11820,58,70.857,9299.177,131.365,138.224,313.178,1.537,1.877,1.12,,,,,,,,,
Canada,2020-11-26,356650,5679,5343.286,11902,82,72.571,9449.645,150.468,141.573,315.35,2.173,1.923,1.12,,,,,,,,,
Canada,2020-11-27,362604,5954,5481.429,11988,86,75.286,9607.4,157.755,145.234,317.629,2.279,1.995,1.13,,,,,,,,,
Canada,2020-11-28,368279,5675,5584,12056,68,75.571,9757.762,150.362,147.951,319.431,1.802,2.002,1.12,,,,,,,,,
Canada,2020-11-29,373662,5383,5675.143,12130,74,78.143,9900.388,142.626,150.366,321.391,1.961,2.07,1.12,,,,,,,,,
Canada,2020-11-30,381557,7895,5832.286,12239,109,82.429,10109.571,209.183,154.53,324.279,2.888,2.184,1.12,,,,,,,,,
Canada,2020-12-01,387052,5495,5862.714,12317,78,79.286,10255.164,145.593,155.336,326.346,2.067,2.101,1.12,,,,,,,,,
Canada,2020-12-02,393506,6454,6076.429,12423,106,86.143,10426.166,171.002,160.998,329.154,2.809,2.282,1.11,,,,,,,,,
Canada,2020-12-03,399770,6264,6160,12513,90,87.286,10592.134,165.968,163.213,331.539,2.385,2.313,1.11,,,,,,,,,
Canada,2020-12-04,406189,6419,6226.429,12616,103,89.714,10762.209,170.075,164.973,334.268,2.729,2.377,1.1,,,,,,,,,
Canada,2020-12-05,412543,6354,6323.429,12690,74,90.571,10930.562,168.353,167.543,336.229,1.961,2.4,1.1,,,,,,,,,
Canada,2020-12-06,418848,6305,6455.143,12775,85,92.143,11097.617,167.055,171.033,338.481,2.252,2.441,1.09,,,,,,,,,
Canada,2020-12-07,426572,7724,6430.714,12896,121,93.857,11302.269,204.652,170.385,341.687,3.206,2.487,1.08,,,,,,,,,
Canada,2020-12-08,432743,6171,6527.286,12993,97,96.571,11465.773,163.504,172.944,344.257,2.57,2.559,1.07,,,,,,,,,
Canada,2020-12-09,439142,6399,6519.429,13109,116,98,11635.318,169.545,172.736,347.33,3.073,2.597,1.07,,,,,,,,,
Canada,2020-12-10,445828,6686,6579.714,13227,118,102,11812.467,177.149,174.333,350.457,3.126,2.703,1.06,,,,,,,,,
Canada,2020-12-11,452543,6715,6622,13355,128,105.571,11990.385,177.918,175.454,353.848,3.391,2.797,1.06,,,,,,,,,
Canada,2020-12-12,458527,5984,6569.143,13453,98,109,12148.935,158.549,174.053,356.445,2.597,2.888,1.05,,,,,,,,,
Canada,2020-12-13,464443,5916,6513.571,13537,84,108.857,12305.682,156.748,172.581,358.671,2.226,2.884,1.04,,,,,,,,,
Canada,2020-12-14,472820,8377,6606.857,13677,140,111.571,12527.636,221.953,175.052,362.38,3.709,2.956,1.04,5,,,,,0,,,
Canada,2020-12-15,479064,6244,6617.286,13793,116,114.286,12693.074,165.438,175.329,365.453,3.073,3.028,1.03,723,,,718,718,0,,,19
Canada,2020-12-16,485576,6512,6633.429,13911,118,114.571,12865.613,172.539,175.756,368.58,3.126,3.036,1.03,3023,,,2300,1509,0.01,,,40
Canada,2020-12-17,492582,7006,6679.143,14067,156,120,13051.241,185.628,176.968,372.713,4.133,3.179,1.03,7202,,,4179,2399,0.02,,,64
Canada,2020-12-18,499282,6700,6677,14180,113,117.857,13228.762,177.52,176.911,375.707,2.994,3.123,1.03,11174,,,3972,2792,0.03,,,74
Canada,2020-12-19,505741,6459,6744.857,14284,104,118.714,13399.897,171.135,178.709,378.463,2.756,3.145,1.02,11894,,,720,2378,0.03,,,63
Canada,2020-12-20,511748,6007,6757.857,14374,90,119.571,13559.055,159.159,179.053,380.847,2.385,3.168,1,12738,,,844,2122,0.03,,,56
Canada,2020-12-21,519325,7577,6643.571,14481,107,114.857,13759.812,200.757,176.025,383.682,2.835,3.043,1,20866,,,8128,2980,0.06,,,79
Canada,2020-12-22,525585,6260,6645.857,14607,126,116.286,13925.675,165.862,176.086,387.021,3.338,3.081,1,26603,,,5737,3697,0.07,,,98
Canada,2020-12-23,532506,6921,6704.286,14752,145,120.143,14109.051,183.376,177.634,390.863,3.842,3.183,0.99,35089,,,8486,4581,0.09,,,121
Canada,2020-12-24,539190,6684,6658.286,14902,150,119.286,14286.147,177.096,176.415,394.837,3.974,3.161,0.99,45398,,,10309,5457,0.12,,,145
Canada,2020-12-25,540939,1749,5951,14966,64,112.286,14332.488,46.341,157.675,396.533,1.696,2.975,1,45398,,,0,4889,0.12,,,130
Canada,2020-12-26,544053,3114,5473.143,15051,85,109.571,14414.995,82.507,145.014,398.785,2.252,2.903,1.01,48417,,,3019,5218,0.13,,,138
Canada,2020-12-27,554153,10100,6057.857,15171,120,113.857,14682.6,267.605,160.506,401.964,3.179,3.017,1.04,52280,,,3863,5649,0.14,,,150
Canada,2020-12-28,560618,6465,5899,15328,157,121,14853.894,171.294,156.297,406.124,4.16,3.206,1.06,59449,,,7169,5512,0.16,,,146
Canada,2020-12-29,568807,8189,6174.571,15528,200,131.571,15070.866,216.972,163.599,411.423,5.299,3.486,1.08,70463,,,11014,6266,0.19,,,166
Canada,2020-12-30,577266,8459,6394.286,15650,122,128.286,15294.992,224.126,169.42,414.656,3.232,3.399,1.09,84142,,,13679,7008,0.22,,,186
Canada,2020-12-31,584409,7143,6459.857,15762,112,122.857,15484.25,189.258,171.158,417.623,2.968,3.255,1.09,97582,,,13440,7455,0.26,,,198
Canada,2021-01-01,585400,991,6351.571,15806,44,120,15510.507,26.257,168.289,418.789,1.166,3.179,1.1,103790,,,6208,8342,0.27,,,221
Canada,2021-01-02,589935,4535,6554.571,15914,108,123.286,15630.665,120.157,173.667,421.651,2.862,3.267,1.13,108732,,,4942,8616,0.29,,,228
Canada,2021-01-03,606076,16141,7417.571,16006,92,119.286,16058.33,427.665,196.533,424.088,2.438,3.161,1.16,114034,,,5302,8822,0.3,,,234
Canada,2021-01-04,616134,10058,7930.857,16247,241,131.286,16324.822,266.492,210.133,430.474,6.385,3.478,1.15,137735,,,23701,11184,0.36,,,296
Canada,2021-01-05,623384,7250,7796.714,16389,142,123,16516.915,192.093,206.578,434.236,3.762,3.259,1.13,155197,,,17462,12105,0.41,,,321
Canada,2021-01-06,631466,8082,7742.857,16539,150,127,16731.052,214.137,205.151,438.21,3.974,3.365,1.11,183360,182930,430,28163,14174,0.49,0.48,0,376
Canada,2021-01-07,639693,8227,7897.714,16704,165,134.571,16949.031,217.979,209.254,442.582,4.372,3.566,1.09,219446,218359,1087,36086,17409,0.58,0.58,0,461
Canada,2021-01-08,648930,9237,9075.714,16846,142,148.571,17193.771,244.74,240.466,446.344,3.762,3.936,1.07,260654,258627,2027,41208,22409,0.69,0.69,0.01,594
Canada,2021-01-09,657323,8393,9626.857,16984,138,152.857,17416.148,222.377,255.069,450.001,3.656,4.05,1.04,296241,293301,2940,35587,26787,0.78,0.78,0.01,710
Canada,2021-01-10,664606,7283,8361.429,17074,90,152.571,17609.115,192.967,221.541,452.385,2.385,4.042,1,319603,316661,2942,23362,29367,0.85,0.84,0.01,778
Canada,2021-01-11,672931,8325,8113.857,17199,125,136,17829.691,220.576,214.981,455.697,3.312,3.603,0.98,359049,356107,2942,39446,31616,0.95,0.94,0.01,838
Canada,2021-01-12,679072,6141,7955.429,17359,160,138.571,17992.4,162.709,210.784,459.937,4.239,3.672,0.96,388493,385470,3023,29444,33328,1.03,1.02,0.01,883
Canada,2021-01-13,686211,7139,7820.714,17539,180,142.857,18181.552,189.152,207.214,464.706,4.769,3.785,0.95,419209,407278,11931,30716,33693,1.11,1.08,0.03,893
Canada,2021-01-14,693658,7447,7709.286,17686,147,140.286,18378.865,197.313,204.262,468.601,3.895,3.717,0.94,459492,445000,14492,40283,34292,1.22,1.18,0.04,909
Canada,2021-01-15,700538,6880,7372.571,17856,170,144.286,18561.154,182.29,195.34,473.105,4.504,3.823,0.92,507687,489693,17994,48195,35290,1.35,1.3,0.05,935
Canada,2021-01-16,706897,6359,7082,17978,122,142,18729.64,168.485,187.642,476.337,3.232,3.762,0.9,543291,524177,19114,35604,35293,1.44,1.39,0.05,935
Canada,2021-01-17,713181,6284,6939.286,18106,128,147.429,18896.138,166.498,183.86,479.729,3.391,3.906,0.89,570742,550438,20304,27451,35877,1.51,1.46,0.05,951
Canada,2021-01-18,719601,6420,6667.143,18231,125,147.429,19066.239,170.102,176.65,483.041,3.312,3.906,0.87,614666,593632,21034,43924,36517,1.63,1.57,0.06,968
Canada,2021-01-19,724629,5028,6508.143,18382,151,146.143,19199.459,133.22,172.437,487.042,4.001,3.872,0.87,653653,629268,24385,38987,37880,1.73,1.67,0.06,1004
Canada,2021-01-20,730330,5701,6302.714,18567,185,146.857,19350.51,151.051,166.994,491.943,4.902,3.891,0.86,696242,659194,37048,42589,39576,1.84,1.75,0.1,1049
Canada,2021-01-21,736441,6111,6111.857,18706,139,145.714,19512.425,161.914,161.937,495.626,3.683,3.861,0.85,738864,695612,43252,42622,39910,1.96,1.84,0.11,1057
Canada,2021-01-22,742268,5827,5961.429,18887,181,147.286,19666.814,154.39,157.951,500.422,4.796,3.902,0.85,776606,727115,49491,37742,38417,2.06,1.93,0.13,1018
Canada,2021-01-23,747362,5094,5780.714,18992,105,144.857,19801.783,134.968,153.163,503.204,2.782,3.838,0.84,801238,747434,53804,24632,36850,2.12,1.98,0.14,976
Canada,2021-01-24,752041,4679,5551.429,19119,127,144.714,19925.756,123.973,147.088,506.569,3.365,3.834,0.83,816451,760010,56441,15213,35101,2.16,2.01,0.15,930
Canada,2021-01-25,757658,5617,5436.714,19245,126,144.857,20074.581,148.826,144.049,509.907,3.338,3.838,0.83,839949,775296,64653,23498,32183,2.23,2.05,0.17,853
Canada,2021-01-26,761699,4041,5295.714,19392,147,144.286,20181.65,107.069,140.313,513.802,3.895,3.823,0.82,868454,795643,72811,28505,30686,2.3,2.11,0.19,813
Canada,2021-01-27,766019,4320,5098.429,19485,93,131.143,20296.111,114.461,135.086,516.266,2.464,3.475,0.82,891324,809128,82196,22870,27869,2.36,2.14,0.22,738
Canada,2021-01-28,770825,4806,4912,19676,191,138.571,20423.449,127.338,130.146,521.327,5.061,3.672,0.82,916027,824083,91944,24703,25309,2.43,2.18,0.24,671
Canada,2021-01-29,775652,4827,4769.143,19825,149,134,20551.343,127.894,126.361,525.275,3.948,3.55,0.82,937199,836024,101175,21172,22942,2.48,2.22,0.27,608
Canada,2021-01-30,779762,4110,4628.571,19958,133,138,20660.239,108.897,122.637,528.799,3.524,3.656,0.81,952212,842711,109501,15013,21568,2.52,2.23,0.29,571
Canada,2021-01-31,783695,3933,4522,20041,83,131.714,20764.447,104.207,119.813,530.998,2.199,3.49,0.81,957229,845339,111890,5017,20111,2.54,2.24,0.3,533
Canada,2021-02-01,788197,4502,4362.714,20145,104,128.571,20883.73,119.283,115.593,533.753,2.756,3.407,0.81,975492,859175,116317,18263,19363,2.58,2.28,0.31,513
Canada,2021-02-02,791145,2948,4206.571,20242,97,121.429,20961.839,78.109,111.456,536.323,2.57,3.217,0.81,988202,867115,121087,12710,17107,2.62,2.3,0.32,453
Canada,2021-02-03,794412,3267,4056.143,20361,119,125.143,21048.4,86.561,107.47,539.476,3.153,3.316,0.81,1001468,871335,130133,13266,15735,2.65,2.31,0.34,417
Canada,2021-02-04,798394,3982,3938.429,20486,125,115.714,21153.905,105.505,104.351,542.788,3.312,3.066,0.81,1020066,877629,142437,18598,14863,2.7,2.33,0.38,394
Canada,2021-02-05,802530,4136,3839.714,20607,121,111.714,21263.491,109.586,101.735,545.994,3.206,2.96,0.82,1042901,887398,155503,22835,15100,2.76,2.35,0.41,400
Canada,2021-02-06,805794,3264,3718.857,20700,93,106,21349.972,86.482,98.533,548.458,2.464,2.809,0.82,1064370,895383,168987,21469,16023,2.82,2.37,0.45,425
Canada,2021-02-07,809001,3207,3615.143,20760,60,102.714,21434.943,84.971,95.785,550.048,1.59,2.721,0.82,1077297,900713,176584,12927,17153,2.85,2.39,0.47,454
Canada,2021-02-08,812804,3803,3515.286,20830,70,97.857,21535.706,100.763,93.14,551.903,1.855,2.593,0.83,1098746,911312,187434,21449,17608,2.91,2.41,0.5,467
Canada,2021-02-09,815487,2683,3477.429,20914,84,96,21606.794,71.088,92.136,554.128,2.226,2.544,0.83,1124517,920458,204059,25771,19474,2.98,2.44,0.54,516
Canada,2021-02-10,818755,3268,3477.571,21007,93,92.286,21693.381,86.588,92.14,556.592,2.464,2.445,0.83,1154277,930286,223991,29760,21830,3.06,2.46,0.59,578
Canada,2021-02-11,821932,3177,3362.571,21089,82,86.143,21777.558,84.176,89.093,558.765,2.173,2.282,0.84,1186689,942589,244100,32412,23803,3.14,2.5,0.65,631
Canada,2021-02-12,824611,2679,3154.429,21168,79,80.143,21848.539,70.982,83.578,560.858,2.093,2.123,0.85,1221839,955013,266826,35150,25563,3.24,2.53,0.71,677
Canada,2021-02-13,828408,3797,3230.571,21238,70,76.857,21949.143,100.604,85.596,562.713,1.855,2.036,0.86,1255076,967606,287470,33237,27244,3.33,2.56,0.76,722
Canada,2021-02-14,830612,2204,3087.286,21261,23,71.571,22007.539,58.396,81.799,563.322,0.609,1.896,0.86,1272900,971168,301732,17824,27943,3.37,2.57,0.8,740
Canada,2021-02-15,832375,1763,2795.857,21298,37,66.857,22054.251,46.712,74.078,564.303,0.98,1.771,0.87,1282761,972779,309982,9861,26288,3.4,2.58,0.82,697
Canada,2021-02-16,836594,4219,3015.286,21395,97,68.714,22166.036,111.785,79.892,566.873,2.57,1.821,0.89,1308918,981148,327770,26157,26343,3.47,2.6,0.87,698
Canada,2021-02-17,839155,2561,2914.286,21439,44,61.714,22233.891,67.855,77.216,568.039,1.166,1.635,0.91,1329398,985975,343423,20480,25017,3.52,2.61,0.91,663
Canada,2021-02-18,842590,3435,2951.143,21509,70,60,22324.903,91.012,78.192,569.893,1.855,1.59,0.92,1356423,993291,363132,27025,24248,3.59,2.63,0.96,642
Canada,2021-02-19,845673,3083,3008.857,21581,72,59,22406.589,81.686,79.721,571.801,1.908,1.563,0.92,1404273,1016579,387694,47850,26062,3.72,2.69,1.03,691
Canada,2021-02-20,848330,2657,2846,21631,50,56.143,22476.988,70.399,75.406,573.126,1.325,1.488,0.93,1453980,1049514,404466,49707,28415,3.85,2.78,1.07,753
Canada,2021-02-21,850737,2407,2875,21675,44,59.143,22540.763,63.775,76.175,574.292,1.166,1.567,0.94,1496377,1078899,417478,42397,31925,3.96,2.86,1.11,846
Canada,2021-02-22,854190,3453,3116.429,21720,45,60.286,22632.252,91.489,82.572,575.484,1.192,1.597,0.95,1558110,1108564,449546,61733,39336,4.13,2.94,1.19,1042
Canada,2021-02-23,857403,3213,2972.714,21761,41,52.286,22717.382,85.13,78.764,576.57,1.086,1.385,0.96,1606472,1138700,467772,48362,42508,4.26,3.02,1.24,1126
Canada,2021-02-24,860348,2945,3027.571,21810,49,53,22795.412,78.029,80.217,577.868,1.298,1.404,0.96,1652562,1170515,482047,46090,46166,4.38,3.1,1.28,1223
Canada,2021-02-25,863495,3147,2986.429,21868,58,51.286,22878.793,83.382,79.127,579.405,1.537,1.359,0.97,1711455,1212595,498860,58893,50719,4.53,3.21,1.32,1344
Canada,2021-02-26,866667,3172,2999.143,21915,47,47.714,22962.837,84.044,79.464,580.65,1.245,1.264,0.97,1778706,1266731,511975,67251,53490,4.71,3.36,1.36,1417
Canada,2021-02-27,869347,2680,3002.429,21961,46,47.143,23033.845,71.008,79.551,581.869,1.219,1.249,0.97,1840435,1320653,519782,61729,55208,4.88,3.5,1.38,1463
Canada,2021-02-28,871694,2347,2993.857,21990,29,45,23096.03,62.185,79.324,582.638,0.768,1.192,0.97,1887059,1362034,525025,46624,55812,5,3.61,1.39,1479
Canada,2021-03-01,875388,3694,3028.286,22014,24,42,23193.905,97.875,80.236,583.273,0.636,1.113,0.98,1946200,1407961,538239,59141,55441,5.16,3.73,1.43,1469
